TIME,安徽,北京,重庆,福建,甘肃,广东,广西,贵州,海南,河北,黑龙江,河南,香港,湖北,湖南,内蒙古,江苏,江西,吉林,辽宁,澳门,宁夏,青海,山西,山东,上海,陕西,四川,天津,Tibet,新疆,云南,浙江
2020/12/30,993,982,590,512,182,2044,264,147,171,373,964,1299,8778,68149,1021,364,684,935,157,347,46,75,18,506,862,1511,224,853,309,1,980,229,1306
2020/12/31,993,987,590,513,182,2046,264,147,171,373,964,1299,8846,68149,1021,364,684,935,157,351,46,75,18,507,862,1516,224,853,309,1,980,230,1306
2021/1/1,993,988,590,513,182,2046,264,147,171,373,964,1299,8888,68149,1021,364,684,935,157,359,46,75,18,508,863,1520,224,853,312,1,980,230,1306
2021/1/2,993,990,590,516,182,2051,264,147,171,374,968,1299,8923,68149,1021,365,684,935,157,362,46,75,18,510,863,1526,224,853,313,1,980,230,1306
2021/1/3,993,992,590,517,182,2053,264,147,171,378,969,1299,8964,68149,1021,366,684,935,157,369,46,75,18,516,863,1530,225,856,314,1,980,230,1306
2021/1/4,993,993,590,518,182,2057,264,147,171,392,969,1300,9017,68149,1021,366,685,935,157,372,46,75,18,516,863,1536,225,857,315,1,980,230,1306
2021/1/5,993,994,590,518,182,2060,264,147,171,412,970,1300,9049,68149,1021,366,685,935,157,373,46,75,18,519,863,1538,225,857,316,1,980,230,1306
2021/1/6,993,994,590,518,182,2062,264,147,171,465,970,1300,9074,68149,1021,366,685,935,157,374,46,75,18,521,863,1543,225,857,316,1,980,230,1306
2021/1/7,993,995,590,519,182,2065,264,147,171,498,971,1301,9107,68149,1022,366,686,935,157,377,46,75,18,521,863,1551,225,857,316,1,980,230,1306
2021/1/8,993,995,590,520,182,2067,264,147,171,512,971,1301,9152,68149,1022,366,687,935,157,384,46,75,18,521,864,1558,225,857,316,1,980,230,1306
2021/1/9,993,996,590,526,182,2068,264,147,171,558,971,1301,9211,68149,1022,366,687,935,157,387,46,75,18,522,864,1562,226,857,320,1,980,230,1308
2021/1/10,993,997,590,527,182,2075,264,147,171,640,971,1301,9242,68149,1022,366,687,935,157,393,46,75,18,523,864,1564,226,857,322,1,980,231,1308
2021/1/11,993,998,590,528,182,2076,264,147,171,680,972,1302,9283,68149,1022,366,687,935,157,396,46,75,18,524,864,1568,226,857,324,1,980,231,1308
2021/1/12,993,998,590,529,182,2078,264,147,171,770,988,1302,9343,68149,1022,366,687,935,157,396,46,75,18,524,864,1573,227,857,324,1,980,231,1308
2021/1/13,993,999,590,529,182,2081,265,147,171,851,1031,1303,9385,68149,1022,366,687,935,157,396,46,75,18,524,864,1581,227,857,324,1,980,231,1308
2021/1/14,993,999,590,529,182,2084,266,147,171,941,1074,1303,9414,68149,1022,366,688,935,157,396,46,75,18,526,864,1583,227,858,324,1,980,231,1309
2021/1/15,993,1001,591,529,182,2084,266,147,171,1031,1097,1303,9452,68149,1023,366,688,935,157,396,46,75,18,527,864,1590,227,860,327,1,980,231,1309
2021/1/16,993,1003,591,531,182,2086,266,147,171,1103,1109,1303,9502,68149,1024,366,688,935,167,396,46,75,18,527,865,1594,227,862,328,1,980,231,1309
2021/1/17,993,1006,591,532,182,2087,266,147,171,1157,1116,1303,9557,68149,1026,366,688,935,197,396,46,75,18,530,865,1598,227,863,329,1,980,231,1311
2021/1/18,993,1007,591,532,182,2090,266,147,171,1192,1143,1303,9664,68149,1026,366,688,935,240,396,46,75,18,531,865,1602,228,863,329,1,980,231,1314
2021/1/19,993,1014,591,533,182,2093,266,147,171,1211,1159,1303,9720,68149,1026,366,688,935,286,396,46,75,18,533,865,1606,228,865,330,1,980,231,1316
2021/1/20,993,1017,591,533,182,2094,267,147,171,1231,1227,1303,9797,68150,1026,366,688,935,319,396,46,75,18,533,866,1615,230,865,335,1,980,231,1316
2021/1/21,994,1020,591,534,182,2098,267,147,171,1252,1274,1303,9928,68150,1026,366,688,935,342,396,47,75,18,533,866,1624,231,865,335,1,980,231,1316
2021/1/22,994,1023,591,534,182,2099,267,147,171,1264,1330,1303,9928,68150,1027,366,690,935,351,396,47,75,18,533,866,1635,235,866,335,1,980,231,1316
2021/1/23,994,1025,591,534,183,2104,267,147,171,1283,1359,1303,10009,68150,1027,366,691,935,363,397,47,75,18,534,866,1641,237,866,336,1,980,231,1316
2021/1/24,994,1028,591,535,183,2106,267,147,171,1294,1394,1303,10085,68150,1027,366,691,935,430,397,47,75,18,534,866,1644,237,866,338,1,980,231,1316
2021/1/25,994,1030,591,536,183,2108,267,147,171,1299,1447,1303,10158,68150,1028,366,691,935,437,397,47,75,18,535,866,1654,237,866,338,1,980,231,1316
2021/1/26,994,1034,591,536,187,2115,267,147,171,1306,1476,1303,10222,68150,1028,366,692,935,451,397,47,75,18,535,866,1660,237,867,340,1,980,231,1316
2021/1/27,994,1034,591,536,187,2116,267,147,171,1309,1504,1303,10282,68150,1028,366,693,935,460,397,47,75,18,536,866,1667,238,868,342,1,980,231,1316
2021/1/28,994,1035,591,536,187,2121,267,147,171,1310,1525,1303,10321,68150,1029,366,693,935,473,397,47,75,18,536,866,1676,238,868,343,1,980,231,1316
2021/1/29,994,1036,591,539,187,2121,267,147,171,1311,1552,1303,10371,68150,1031,366,693,935,478,397,47,75,18,537,866,1687,238,869,343,1,980,231,1316
2021/1/30,994,1036,591,541,187,2124,267,147,171,1312,1561,1303,10399,68150,1031,366,694,935,541,400,47,75,18,539,866,1694,238,870,343,1,980,231,1316
2021/1/31,994,1038,591,541,187,2125,267,147,171,1313,1583,1303,10452,68150,1032,366,694,935,551,400,47,75,18,539,866,1698,238,870,344,1,980,231,1316
2021/2/1,994,1039,591,541,187,2127,267,147,171,1313,1591,1303,10486,68150,1032,366,697,935,555,402,47,75,18,540,866,1705,239,871,344,1,980,231,1316
2021/2/2,994,1039,591,541,187,2129,267,147,171,1314,1597,1303,10511,68150,1032,366,698,935,563,402,47,75,18,541,866,1709,239,873,344,1,980,231,1316
2021/2/3,994,1044,591,544,187,2132,267,147,171,1316,1601,1303,10530,68150,1032,366,698,935,571,402,47,75,18,541,866,1714,239,873,344,1,980,231,1316
2021/2/4,994,1044,591,545,187,2134,267,147,171,1316,1606,1303,10552,68150,1032,366,699,935,571,402,47,75,18,541,866,1724,239,873,345,1,980,231,1316
2021/2/5,994,1044,591,545,187,2135,267,147,171,1316,1609,1303,10589,68150,1032,366,699,935,572,402,48,75,18,542,866,1729,239,873,346,1,980,231,1316
2021/2/6,994,1046,591,545,187,2137,267,147,171,1316,1609,1303,10608,68150,1033,366,701,935,573,402,48,75,18,542,866,1732,239,873,346,1,980,231,1316
2021/2/7,994,1046,591,545,187,2144,267,147,171,1316,1609,1303,10635,68150,1033,366,701,935,573,402,48,75,18,542,866,1739,239,873,346,1,980,231,1316
2021/2/8,994,1046,591,546,187,2151,267,147,171,1316,1609,1303,10667,68150,1033,366,702,935,573,402,48,75,18,542,867,1741,239,874,346,1,980,231,1317
2021/2/9,994,1046,591,547,187,2151,267,147,171,1316,1609,1303,10693,68150,1033,366,703,935,573,402,48,75,18,543,867,1747,239,875,347,1,980,231,1320
2021/2/10,994,1046,591,548,187,2152,267,147,171,1316,1609,1303,10710,68150,1033,366,703,935,573,402,48,75,18,543,867,1747,239,875,347,1,980,231,1320
2021/2/11,994,1046,591,548,187,2154,267,147,171,1316,1609,1303,10731,68150,1033,366,703,935,573,403,48,75,18,543,867,1754,239,877,347,1,980,231,1320
2021/2/12,994,1046,591,548,187,2157,267,147,171,1316,1609,1303,10755,68150,1033,366,703,935,573,404,48,75,18,543,867,1757,239,877,348,1,980,231,1320
2021/2/13,994,1046,591,548,187,2159,267,147,171,1316,1609,1303,10767,68150,1033,367,703,935,573,404,48,75,18,544,867,1759,239,878,348,1,980,231,1320
2021/2/14,994,1046,591,548,187,2163,267,147,171,1317,1609,1304,10779,68150,1033,367,703,935,573,404,48,75,18,545,867,1760,239,878,349,1,980,231,1320
2021/2/15,994,1046,591,548,187,2171,267,147,171,1317,1609,1304,10788,68150,1033,367,703,935,573,404,48,75,18,547,867,1765,239,879,349,1,980,231,1320
2021/2/16,994,1046,591,548,187,2177,267,147,171,1317,1609,1304,10796,68150,1033,367,703,935,573,404,48,75,18,547,867,1765,239,880,349,1,980,231,1320
2021/2/17,994,1046,591,548,187,2180,267,147,171,1317,1610,1304,10812,68151,1033,367,703,935,573,404,48,75,18,547,867,1769,239,882,349,1,980,231,1320
2021/2/18,994,1046,591,548,187,2180,267,147,171,1317,1610,1304,10820,68151,1034,367,703,935,573,404,48,75,18,547,867,1776,239,882,351,1,980,231,1320
2021/2/19,994,1046,591,548,187,2183,267,147,171,1317,1610,1304,10833,68151,1035,367,703,935,573,405,48,75,18,547,867,1778,239,883,351,1,980,231,1320
2021/2/20,994,1046,591,548,187,2184,267,147,171,1317,1610,1304,10848,68151,1035,367,703,935,573,406,48,75,18,547,867,1781,239,885,351,1,980,231,1320
2021/2/21,994,1047,591,549,187,2187,267,147,171,1317,1610,1304,10868,68151,1036,367,703,935,573,406,48,75,18,547,867,1783,239,887,352,1,980,231,1320
2021/2/22,994,1047,591,549,187,2196,267,147,171,1317,1610,1304,10884,68151,1036,367,703,935,573,406,48,75,18,547,867,1783,240,887,352,1,980,231,1320
2021/2/23,994,1047,591,549,187,2196,267,147,171,1317,1610,1304,10896,68151,1036,367,704,935,573,406,48,75,18,549,868,1786,240,889,353,1,980,231,1321
2021/2/24,994,1047,591,549,187,2198,267,147,171,1317,1610,1304,10913,68151,1036,367,704,935,573,406,48,75,18,549,869,1789,240,890,354,1,980,231,1321
2021/2/25,994,1047,591,549,187,2200,267,147,171,1317,1610,1304,10926,68151,1036,367,704,935,573,406,48,75,18,549,869,1793,240,890,354,1,980,231,1321
2021/2/26,994,1047,591,549,187,2205,267,147,171,1317,1610,1304,10950,68151,1036,367,704,935,573,406,48,75,18,551,869,1794,240,891,355,1,980,231,1321
2021/2/27,994,1047,591,551,187,2206,267,147,171,1317,1610,1304,10983,68151,1036,367,704,935,573,406,48,75,18,551,869,1794,240,891,356,1,980,233,1321
2021/2/28,994,1049,591,551,187,2212,267,147,171,1317,1610,1304,11005,68151,1036,367,704,935,573,406,48,75,18,551,869,1796,240,900,356,1,980,233,1321
2021/3/1,994,1049,591,551,187,2215,267,147,171,1317,1610,1305,11019,68151,1036,367,704,935,573,406,48,75,18,552,869,1797,240,904,357,1,980,233,1321
2021/3/2,994,1049,591,551,187,2218,267,147,171,1317,1610,1305,11032,68151,1036,367,704,935,573,406,48,75,18,553,869,1797,240,909,357,1,980,234,1321
2021/3/3,994,1049,591,551,187,2221,267,147,171,1317,1610,1305,11046,68151,1036,367,704,935,573,406,48,75,18,553,869,1802,240,910,357,1,980,234,1322
2021/3/4,994,1049,591,551,187,2222,267,147,171,1317,1610,1305,11055,68151,1037,367,704,935,573,406,48,75,18,553,869,1808,240,910,358,1,980,234,1322
2021/3/5,994,1049,591,551,187,2225,267,147,171,1317,1610,1305,11066,68151,1037,367,704,935,573,406,48,75,18,553,869,1809,240,911,361,1,980,234,1322
2021/3/6,994,1049,591,551,187,2229,267,147,171,1317,1610,1305,11074,68151,1037,367,704,935,573,406,48,75,18,555,869,1811,240,918,361,1,980,234,1322
2021/3/7,994,1049,591,552,187,2233,267,147,171,1317,1610,1307,11090,68151,1037,368,705,935,573,406,48,75,18,557,869,1816,241,920,361,1,980,234,1322
2021/3/8,994,1049,591,552,187,2235,267,147,171,1317,1610,1307,11099,68151,1037,368,705,935,573,406,48,75,18,557,869,1818,241,924,361,1,980,234,1322
2021/3/9,994,1049,591,552,187,2236,267,147,171,1317,1610,1308,11120,68151,1037,368,705,935,573,406,48,75,18,558,869,1820,241,924,361,1,980,234,1322
2021/3/10,994,1049,591,553,187,2238,267,147,171,1317,1610,1308,11128,68151,1037,368,705,935,573,406,48,75,18,558,869,1825,241,927,361,1,980,234,1322
2021/3/11,994,1049,591,553,187,2240,267,147,171,1317,1610,1309,11150,68151,1037,368,705,935,573,406,48,75,18,559,869,1828,241,929,361,1,980,234,1322
2021/3/12,994,1049,591,553,187,2243,267,147,171,1317,1610,1309,11210,68151,1038,368,705,935,573,406,48,75,18,559,869,1830,241,929,362,1,980,234,1322
2021/3/13,994,1049,591,555,187,2244,267,147,171,1317,1610,1309,11257,68151,1038,369,706,935,573,406,48,75,18,560,869,1834,241,929,362,1,980,234,1322
2021/3/14,994,1049,591,556,187,2245,267,147,171,1317,1610,1309,11281,68151,1038,369,706,935,573,406,48,75,18,561,869,1835,241,929,363,1,980,234,1322
2021/3/15,994,1049,591,556,187,2245,267,147,171,1317,1610,1309,11311,68151,1038,369,707,935,573,406,48,75,18,561,869,1840,241,935,364,1,980,234,1322
2021/3/16,994,1049,591,557,187,2245,267,147,171,1317,1610,1309,11329,68151,1038,369,707,935,573,406,48,75,18,561,869,1841,241,937,364,1,980,234,1322
2021/3/17,994,1049,591,557,187,2246,267,147,171,1317,1610,1309,11340,68151,1038,369,707,935,573,406,48,75,18,561,869,1843,241,937,367,1,980,234,1322
2021/3/18,994,1049,591,557,187,2249,267,147,171,1317,1610,1309,11350,68151,1039,369,707,935,573,406,48,75,18,562,869,1848,241,937,368,1,980,234,1322
2021/3/19,994,1049,591,557,187,2251,267,147,171,1317,1610,1309,11363,68151,1039,369,708,935,573,406,48,75,18,562,869,1848,241,937,368,1,980,234,1323
2021/3/20,994,1049,591,557,190,2252,267,147,171,1317,1610,1309,11371,68151,1039,370,708,936,573,406,48,75,18,562,869,1852,241,937,370,1,980,234,1323
2021/3/21,994,1049,591,559,190,2253,267,147,171,1317,1610,1309,11379,68151,1039,370,708,936,573,407,48,75,18,562,869,1855,241,937,370,1,980,234,1323
2021/3/22,994,1049,591,559,190,2257,267,147,171,1317,1610,1309,11397,68151,1039,370,708,936,573,407,48,75,18,564,869,1856,241,938,370,1,980,235,1323
2021/3/23,994,1049,591,559,191,2259,267,147,171,1317,1610,1309,11409,68151,1039,371,708,936,573,407,48,75,18,564,869,1859,241,939,372,1,980,235,1323
2021/3/24,994,1049,591,559,193,2263,267,147,171,1317,1610,1309,11419,68152,1039,371,708,936,573,407,48,75,18,564,869,1863,241,939,372,1,980,235,1323
2021/3/25,994,1049,591,560,193,2265,267,147,171,1317,1610,1309,11428,68152,1039,371,708,936,573,407,48,75,18,565,869,1870,241,939,372,1,980,235,1323
2021/3/26,994,1049,591,560,193,2266,267,147,171,1317,1610,1309,11439,68152,1041,371,708,937,573,407,48,75,18,565,869,1876,241,941,372,1,980,235,1323
2021/3/27,994,1049,591,560,193,2267,267,147,171,1317,1610,1310,11445,68152,1041,374,708,937,573,407,48,75,18,566,869,1878,241,943,373,1,980,235,1323
2021/3/28,994,1049,591,560,193,2275,267,147,171,1317,1610,1310,11446,68152,1041,374,708,937,573,407,48,75,18,566,869,1879,241,945,373,1,980,235,1323
2021/3/29,994,1049,591,560,193,2277,267,147,171,1317,1610,1310,11454,68152,1042,374,708,937,573,407,48,75,18,566,869,1882,241,948,373,1,980,235,1323
2021/3/30,994,1049,591,561,193,2279,267,147,171,1317,1610,1311,11461,68152,1042,374,708,937,573,407,48,75,18,567,869,1882,241,948,373,1,980,241,1323
2021/3/31,994,1049,591,561,193,2282,267,147,171,1317,1610,1311,11467,68152,1042,375,710,937,573,407,48,75,18,567,870,1885,241,948,373,1,980,247,1323
2021/4/1,994,1049,591,561,193,2282,267,147,171,1317,1610,1311,11480,68152,1043,375,710,937,573,407,48,75,18,567,870,1887,241,949,373,1,980,251,1323
2021/4/2,994,1050,591,570,193,2285,267,147,171,1317,1610,1311,11499,68152,1043,375,711,937,573,407,48,75,18,568,870,1891,241,949,373,1,980,259,1323
2021/4/3,994,1050,591,571,193,2287,267,147,171,1317,1610,1311,11501,68152,1043,375,711,937,573,407,48,75,18,568,870,1897,241,949,374,1,980,269,1323
2021/4/4,994,1052,591,572,193,2287,267,147,171,1317,1610,1311,11508,68152,1043,376,713,937,573,407,48,75,18,572,870,1900,241,952,375,1,980,284,1324
2021/4/5,994,1052,591,572,193,2289,267,147,171,1317,1610,1311,11524,68152,1043,376,714,937,573,407,48,75,18,572,870,1902,245,952,375,1,980,299,1324
2021/4/6,994,1053,591,573,193,2290,267,147,171,1317,1610,1311,11531,68153,1043,376,715,937,573,407,48,75,18,572,871,1904,245,954,375,1,980,301,1324
2021/4/7,994,1053,591,573,193,2291,267,147,171,1317,1610,1311,11539,68153,1043,377,716,937,573,407,49,75,18,573,871,1913,245,954,375,1,980,312,1324
2021/4/8,994,1054,591,574,193,2295,267,147,171,1317,1610,1311,11549,68153,1044,377,716,937,573,407,49,75,18,575,871,1916,246,954,375,1,980,320,1324
2021/4/9,994,1055,591,576,193,2295,267,147,171,1317,1610,1311,11563,68154,1044,377,716,937,573,408,49,75,18,576,872,1920,247,954,375,1,980,321,1325
2021/4/10,994,1056,591,576,193,2296,270,147,171,1317,1610,1311,11568,68154,1044,377,716,937,573,408,49,75,18,576,872,1922,248,955,376,1,980,321,1325
2021/4/11,994,1057,591,580,193,2299,270,147,171,1317,1610,1311,11581,68154,1044,377,716,937,573,408,49,75,18,578,873,1925,248,955,376,1,980,323,1325
2021/4/12,994,1057,591,581,193,2301,270,147,171,1317,1610,1311,11594,68154,1044,377,716,937,573,408,49,75,18,578,873,1926,248,957,376,1,980,324,1327
2021/4/13,994,1057,591,582,193,2304,270,147,171,1317,1610,1311,11607,68154,1044,377,716,937,573,408,49,75,18,578,873,1931,248,958,377,1,980,325,1327
2021/4/14,994,1057,591,582,193,2308,270,147,171,1317,1610,1311,11612,68155,1044,377,716,937,573,408,49,75,18,578,873,1934,249,959,377,1,980,325,1327
2021/4/15,994,1057,591,583,193,2310,270,147,171,1317,1610,1311,11618,68155,1044,377,716,937,573,408,49,75,18,579,876,1937,249,959,377,1,980,326,1327
2021/4/16,994,1057,591,583,193,2313,270,147,171,1317,1610,1311,11635,68155,1044,378,716,937,573,408,49,75,18,581,876,1940,249,961,379,1,980,327,1328
2021/4/17,994,1057,591,584,193,2317,270,147,171,1317,1610,1312,11653,68155,1044,379,716,937,573,408,49,75,18,585,876,1942,249,963,379,1,980,328,1328
2021/4/18,994,1057,591,584,193,2319,270,147,175,1317,1610,1312,11683,68155,1044,379,716,937,573,408,49,75,18,586,876,1943,249,963,380,1,980,330,1328
2021/4/19,994,1057,591,586,193,2319,270,147,175,1317,1610,1312,11695,68156,1044,379,716,937,573,408,49,75,18,587,876,1946,249,964,380,1,980,331,1329
2021/4/20,994,1057,591,586,193,2320,270,147,187,1317,1610,1312,11703,68156,1044,379,716,937,573,408,49,75,18,587,876,1949,249,965,382,1,980,333,1329
2021/4/21,994,1057,591,586,193,2322,270,147,187,1317,1610,1312,11704,68157,1044,379,716,937,573,408,49,75,18,587,876,1950,249,965,383,1,980,334,1329
2021/4/22,994,1057,593,586,193,2327,270,147,187,1317,1610,1312,11718,68157,1044,379,716,937,573,408,49,75,18,587,876,1955,249,967,383,1,980,337,1331
2021/4/23,994,1057,594,586,193,2328,270,147,187,1317,1610,1312,11727,68157,1044,379,717,937,573,408,49,75,18,588,876,1958,249,968,383,1,980,338,1331
2021/4/24,994,1057,594,589,193,2328,270,147,187,1317,1610,1312,11730,68157,1044,379,717,937,573,408,49,75,18,588,876,1967,249,968,384,1,980,338,1331
2021/4/25,994,1057,594,590,193,2329,270,147,187,1317,1610,1312,11736,68157,1044,379,718,937,573,408,49,75,18,589,876,1969,249,970,384,1,980,341,1331
2021/4/26,994,1057,595,590,193,2331,270,147,187,1317,1610,1312,11740,68157,1044,380,718,937,573,408,49,75,18,589,876,1970,249,975,384,1,980,341,1332
2021/4/27,994,1057,596,590,193,2334,270,147,187,1317,1610,1312,11748,68157,1044,380,718,937,573,408,49,75,18,590,876,1972,249,978,385,1,980,342,1332
2021/4/28,994,1057,596,590,193,2335,270,147,187,1317,1610,1312,11755,68158,1044,380,718,937,573,408,49,75,18,590,876,1977,250,979,385,1,980,342,1343
2021/4/29,994,1057,596,591,193,2337,270,147,188,1317,1610,1312,11770,68158,1044,380,719,937,573,408,49,75,18,590,876,1984,251,979,385,1,980,342,1343
2021/4/30,994,1057,596,592,193,2344,271,147,188,1317,1610,1312,11774,68158,1044,380,719,937,573,408,49,75,18,590,876,1987,251,981,385,1,980,343,1344
2021/5/1,994,1057,596,593,193,2350,274,147,188,1317,1610,1312,11782,68158,1044,380,719,937,573,408,49,75,18,590,876,1991,251,981,385,1,980,344,1344
2021/5/2,994,1057,596,593,193,2354,274,147,188,1317,1610,1312,11784,68158,1044,381,719,937,573,408,49,75,18,590,876,1996,251,982,385,1,980,344,1344
2021/5/3,994,1057,596,593,193,2358,274,147,188,1317,1610,1312,11786,68158,1044,381,720,937,573,408,49,75,18,590,878,1999,251,988,385,1,980,345,1344
2021/5/4,994,1057,596,593,193,2359,275,147,188,1317,1610,1312,11790,68158,1044,382,720,937,573,408,49,75,18,590,879,1999,251,990,386,1,980,345,1344
2021/5/5,994,1057,596,593,193,2360,275,147,188,1317,1610,1312,11796,68158,1044,382,720,937,573,408,49,75,18,590,879,1999,251,992,386,1,980,347,1344
2021/5/6,994,1057,596,595,193,2365,275,147,188,1317,1610,1312,11798,68158,1044,382,720,937,573,408,49,75,18,591,879,2004,251,992,386,1,980,347,1344
2021/5/7,994,1057,597,595,193,2365,275,147,188,1317,1610,1312,11801,68158,1045,382,720,937,573,408,49,75,18,592,879,2006,251,992,387,1,980,347,1345
2021/5/8,994,1057,597,595,193,2370,275,147,188,1317,1610,1312,11806,68158,1045,382,720,937,573,408,49,76,18,592,879,2012,251,992,387,1,980,347,1345
2021/5/9,994,1057,597,595,193,2372,275,147,188,1317,1610,1312,11807,68158,1045,382,720,937,573,408,49,76,18,594,879,2016,251,993,387,1,980,348,1346
2021/5/10,994,1057,598,597,193,2373,275,147,188,1317,1610,1312,11811,68158,1046,382,720,937,573,408,49,76,18,595,879,2020,251,997,387,1,980,348,1346
2021/5/11,994,1057,598,597,193,2381,275,147,188,1317,1610,1312,11812,68158,1046,382,721,937,573,408,49,76,18,596,880,2023,251,998,387,1,980,348,1347
2021/5/12,994,1057,598,597,193,2383,275,147,188,1317,1610,1312,11814,68158,1046,383,721,937,573,408,49,76,18,597,881,2025,251,999,388,1,980,348,1347
2021/5/13,996,1057,598,598,193,2386,275,147,188,1317,1610,1312,11817,68158,1046,383,721,937,573,408,49,76,18,597,881,2026,251,999,388,1,980,348,1347
2021/5/14,999,1057,598,598,193,2387,275,147,188,1317,1610,1312,11818,68158,1046,383,721,937,573,411,49,76,18,599,882,2029,251,1000,388,1,980,348,1347
2021/5/15,999,1057,598,598,193,2392,275,147,188,1317,1610,1313,11821,68158,1046,384,721,937,573,415,49,76,18,600,882,2031,251,1001,388,1,980,351,1347
2021/5/16,1001,1057,598,598,193,2396,275,147,188,1317,1610,1313,11824,68158,1047,384,721,937,573,418,50,76,18,600,882,2037,251,1002,388,1,980,351,1355
2021/5/17,1001,1057,598,599,193,2397,275,147,188,1317,1611,1313,11825,68158,1048,384,721,937,573,422,50,76,18,606,883,2041,251,1004,388,1,980,351,1356
2021/5/18,1001,1057,598,599,193,2398,275,147,188,1317,1611,1313,11826,68159,1048,384,722,937,573,422,50,76,18,606,883,2050,251,1004,388,1,980,351,1356
2021/5/19,1001,1057,598,599,193,2399,275,147,188,1317,1611,1313,11827,68159,1048,384,722,937,573,423,50,76,18,609,883,2052,251,1005,389,1,980,351,1361
2021/5/20,1001,1057,598,610,193,2400,275,147,188,1317,1611,1314,11828,68159,1049,384,722,937,573,423,50,76,18,609,883,2061,251,1006,389,1,980,351,1361
2021/5/21,1001,1057,598,610,193,2406,275,147,188,1317,1611,1314,11829,68159,1049,384,722,937,573,424,50,76,18,609,883,2062,251,1008,389,1,980,351,1361
2021/5/22,1002,1058,598,612,193,2409,275,147,188,1317,1611,1314,11830,68159,1049,384,722,937,573,425,50,76,18,609,883,2066,251,1012,390,1,980,352,1362
2021/5/23,1002,1058,598,613,194,2412,275,147,188,1317,1612,1314,11832,68159,1050,385,723,937,573,425,50,76,18,611,883,2069,251,1015,391,1,980,352,1362
2021/5/24,1004,1058,598,615,194,2412,275,147,188,1317,1612,1314,11833,68159,1051,385,724,937,573,425,51,76,18,612,883,2072,253,1016,393,1,980,352,1362
2021/5/25,1004,1058,598,616,194,2413,275,147,188,1317,1612,1314,11835,68159,1051,385,725,937,573,425,51,76,18,613,883,2078,253,1018,393,1,980,352,1363
2021/5/26,1004,1059,598,617,194,2427,275,147,188,1317,1612,1314,11836,68159,1051,386,725,937,573,425,51,76,18,613,883,2079,253,1019,393,1,980,352,1363
2021/5/27,1004,1059,598,617,194,2428,275,147,188,1317,1612,1314,11836,68159,1051,386,726,937,573,425,51,76,18,613,883,2081,253,1022,393,1,980,352,1363
2021/5/28,1004,1059,598,618,194,2431,275,147,188,1317,1612,1314,11836,68159,1051,386,726,937,573,425,51,76,18,615,883,2088,253,1024,393,1,980,352,1364
2021/5/29,1004,1059,598,620,194,2432,275,147,188,1317,1612,1314,11837,68159,1051,387,726,937,573,425,51,76,18,616,883,2093,253,1025,393,1,980,352,1364
2021/5/30,1004,1059,598,621,194,2455,275,147,188,1317,1612,1315,11837,68159,1051,387,726,937,573,425,51,76,18,616,883,2095,253,1025,393,1,980,352,1364
2021/5/31,1004,1059,598,621,194,2468,275,147,188,1317,1612,1315,11841,68159,1051,387,727,937,573,425,51,76,18,616,883,2102,253,1027,393,1,980,352,1364
2021/6/1,1004,1059,598,624,194,2481,275,147,188,1317,1612,1315,11848,68159,1051,387,727,937,573,425,51,76,18,616,883,2108,253,1028,393,1,980,353,1364
2021/6/2,1004,1060,598,625,194,2498,275,147,188,1317,1612,1315,11848,68159,1051,387,727,937,573,425,51,76,18,616,883,2111,253,1030,393,1,980,353,1364
2021/6/3,1004,1061,598,625,194,2509,275,147,188,1317,1612,1315,11849,68159,1051,388,727,937,573,425,51,76,18,617,883,2116,253,1032,393,1,980,355,1365
2021/6/4,1004,1063,598,628,194,2525,275,147,188,1317,1612,1315,11850,68159,1051,388,727,937,573,425,51,76,18,617,883,2117,253,1033,393,1,980,356,1365
2021/6/5,1004,1064,598,629,194,2534,275,147,188,1317,1612,1315,11851,68159,1051,388,728,937,573,425,51,76,18,618,883,2124,253,1039,394,1,980,358,1366
2021/6/6,1004,1064,598,629,194,2542,275,147,188,1317,1612,1316,11858,68159,1051,388,728,937,573,426,51,76,18,618,883,2128,253,1040,394,1,980,360,1368
2021/6/7,1004,1065,598,631,194,2564,275,147,188,1317,1612,1316,11865,68159,1051,390,729,937,573,426,51,76,18,618,883,2130,253,1041,395,1,980,361,1368
2021/6/8,1004,1067,598,632,194,2573,275,147,188,1317,1612,1316,11868,68159,1051,390,729,937,573,426,51,76,18,618,883,2132,253,1043,395,1,980,361,1368
2021/6/9,1004,1067,598,632,194,2582,275,147,188,1317,1612,1316,11872,68159,1051,390,729,937,573,426,52,76,18,620,883,2139,253,1044,395,1,980,362,1369
2021/6/10,1004,1068,598,635,194,2593,275,147,188,1317,1612,1316,11874,68159,1051,390,730,937,573,426,52,76,18,620,883,2141,253,1046,395,1,980,363,1370
2021/6/11,1004,1069,598,636,194,2605,275,147,188,1317,1612,1316,11874,68159,1051,390,734,937,573,426,52,76,18,621,883,2149,253,1047,396,1,980,369,1370
2021/6/12,1004,1069,598,637,194,2618,275,147,188,1317,1612,1316,11877,68159,1051,390,735,937,573,426,52,76,18,622,883,2155,253,1050,398,1,980,374,1372
2021/6/13,1004,1070,598,637,194,2625,275,147,188,1317,1612,1316,11877,68159,1051,393,736,937,573,426,52,76,18,622,883,2160,253,1054,398,1,980,376,1372
